# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  167       6.602769984610e-10       1.288313978460e-13      -5.832666200484e-12       0.000000000000e+00       2.429584882358e-12       4.875127114934e-13      -2.904650249683e-15 
  168       6.640782838741e-10       1.274087033350e-13      -5.777819842473e-12       0.000000000000e+00       2.387512033055e-12       4.808638102817e-13      -2.842212948173e-15 
  169       6.678319676298e-10       1.259632549303e-13      -5.719268208436e-12       0.000000000000e+00       2.346412080222e-12       4.743161443621e-13      -2.779664619894e-15 
  170       6.715368705013e-10       1.244980505832e-13      -5.657001990740e-12       0.000000000000e+00       2.306268048308e-12       4.678711498155e-13      -2.717081027548e-15 
  171       6.751917947234e-10       1.230162103601e-13      -5.591014127420e-12       0.000000000000e+00       2.267059745314e-12       4.615299986285e-13      -2.654539963981e-15 
  172       6.787955237030e-10       1.215209779919e-13      -5.521299842041e-12       0.000000000000e+00       2.228763700535e-12       4.552935926108e-13      -2.592121269670e-15 
  173       6.823468217289e-10       1.200157224230e-13      -5.447856683571e-12       0.000000000000e+00       2.191353102311e-12       4.491625573123e-13      -2.529906850211e-15 
  174       6.858444336816e-10       1.185039393605e-13      -5.370684566239e-12       0.000000000000e+00       2.154797735766e-12       4.431372359412e-13      -2.467980693803e-15 
  175       6.892870847441e-10       1.169892528232e-13      -5.289785809408e-12       0.000000000000e+00       2.119063920558e-12       4.372176832809e-13      -2.406428888742e-15 
  176       6.926734801112e-10       1.154754166912e-13      -5.205165177440e-12       0.000000000000e+00       2.084114448619e-12       4.314036596077e-13      -2.345339640902e-15 
  177       6.960023047000e-10       1.139663162545e-13      -5.116829919558e-12       0.000000000000e+00       2.049908521904e-12       4.256946246081e-13      -2.284803291223e-15 
  178       6.992722228598e-10       1.124659697627e-13      -5.024789809719e-12       0.000000000000e+00       2.016401690135e-12       4.200897312962e-13      -2.224912333204e-15 
  179       7.024818780821e-10       1.109785299736e-13      -4.929057186475e-12       0.000000000000e+00       1.983545788545e-12       4.145878199314e-13      -2.165761430382e-15 
  180       7.056299819385e-10       1.095081380416e-13      -4.829645651201e-12       0.000000000000e+00       1.951298593918e-12       4.091876527534e-13      -2.107429395409e-15 
  181       7.087155894037e-10       1.080584689571e-13      -4.726565963788e-12       0.000000000000e+00       1.919653781053e-12       4.038886517600e-13      -2.049923488866e-15 
  182       7.117378449118e-10       1.066331528654e-13      -4.619829896499e-12       0.000000000000e+00       1.888613233479e-12       3.986902080303e-13      -1.993230716131e-15 
  183       7.146958951332e-10       1.052359204791e-13      -4.509451580973e-12       0.000000000000e+00       1.858177512875e-12       3.935914410179e-13      -1.937335419313e-15 
  184       7.175888890137e-10       1.038706040836e-13      -4.395447543146e-12       0.000000000000e+00       1.828345832609e-12       3.885911933558e-13      -1.882219228300e-15 
  185       7.204159778134e-10       1.025411385423e-13      -4.277836738178e-12       0.000000000000e+00       1.799116031277e-12       3.836880256604e-13      -1.827861011807e-15 
  186       7.231763151447e-10       1.012515623017e-13      -4.156640585375e-12       0.000000000000e+00       1.770484546246e-12       3.788802113365e-13      -1.774236828420e-15 
  187       7.258690570120e-10       1.000060183970e-13      -4.031883003116e-12       0.000000000000e+00       1.742446387190e-12       3.741657313810e-13      -1.721319877649e-15 
  188       7.284933618494e-10       9.880875545717e-14      -3.903590443777e-12       0.000000000000e+00       1.714995109632e-12       3.695422691880e-13      -1.669080450970e-15 
  189       7.310483905602e-10       9.766412871045e-14      -3.771791928656e-12       0.000000000000e+00       1.688122788484e-12       3.650072053528e-13      -1.617485882877e-15 
  190       7.335333065551e-10       9.657660098939e-14      -3.636519082896e-12       0.000000000000e+00       1.661819991587e-12       3.605576124764e-13      -1.566500501926e-15 
  191       7.359472757913e-10       9.555074373632e-14      -3.497806170414e-12       0.000000000000e+00       1.636075753250e-12       3.561902499702e-13      -1.516085581784e-15 
  192       7.382894668108e-10       9.459123800858e-14      -3.355690128820e-12       0.000000000000e+00       1.610877547789e-12       3.519015588599e-13      -1.466199292280e-15 
  193       7.405590507794e-10       9.370287548381e-14      -3.210210604346e-12       0.000000000000e+00       1.586211263069e-12       3.476876565904e-13      -1.416796650443e-15 
  194       7.427552015253e-10       9.289055946527e-14      -3.061409986770e-12       0.000000000000e+00       1.562061174043e-12       3.435443318301e-13      -1.367829471560e-15 
  195       7.448770955779e-10       9.215930588711e-14      -2.909333444339e-12       0.000000000000e+00       1.538409916293e-12       3.394670392753e-13      -1.319246320218e-15 
  196       7.469239122063e-10       9.151424431968e-14      -2.754028958694e-12       0.000000000000e+00       1.515238459566e-12       3.354508944544e-13      -1.270992461352e-15 
  197       7.488948334583e-10       9.096061897480e-14      -2.595547359799e-12       0.000000000000e+00       1.492526081318e-12       3.314906685328e-13      -1.223009811292e-15 
  198       7.507890441989e-10       9.050378971104e-14      -2.433942360858e-12       0.000000000000e+00       1.470250340253e-12       3.275807831169e-13      -1.175236888814e-15 
  199       7.526057321489e-10       9.014923303908e-14      -2.269270593248e-12       0.000000000000e+00       1.448387049862e-12       3.237153050588e-13      -1.127608766182e-15 
  200       7.543440879241e-10       8.990254312692e-14      -2.101591641437e-12       0.000000000000e+00       1.426910251963e-12       3.198879412605e-13      -1.080057020201e-15 
  201       7.560033632900e-10       8.976916669669e-14      -1.930964983789e-12       0.000000000000e+00       1.405797306125e-12       3.160933261580e-13      -1.032525391493e-15 
  202       7.575830504856e-10       8.975358452151e-14      -1.757440498822e-12       0.000000000000e+00       1.385044618099e-12       3.123309974634e-13      -9.850181106459e-16 
  203       7.590827157985e-10       8.986007333265e-14      -1.581067347360e-12       0.000000000000e+00       1.364652985167e-12       3.086016947257e-13      -9.375549336725e-16 
  204       7.605019427095e-10       9.009296689053e-14      -1.401897031326e-12       0.000000000000e+00       1.344622569969e-12       3.049060908096e-13      -8.901557415285e-16 
  205       7.618403321027e-10       9.045665620349e-14      -1.219983419514e-12       0.000000000000e+00       1.324952889163e-12       3.012447905210e-13      -8.428405375880e-16 
  206       7.630975024768e-10       9.095558974662e-14      -1.035382773375e-12       0.000000000000e+00       1.305642802087e-12       2.976183292319e-13      -7.956294451161e-16 
  207       7.642730901558e-10       9.159427368055e-14      -8.481537727966e-13       0.000000000000e+00       1.286690499417e-12       2.940271715048e-13      -7.485427047428e-16 
  208       7.653667494994e-10       9.237727207023e-14      -6.583575418779e-13       0.000000000000e+00       1.268093491827e-12       2.904717097185e-13      -7.016006719364e-16 
  209       7.663781531143e-10       9.330920710380e-14      -4.660576747149e-13       0.000000000000e+00       1.249848598650e-12       2.869522626925e-13      -6.548238144767e-16 
  210       7.673069920645e-10       9.439475931132e-14      -2.713202611785e-13       0.000000000000e+00       1.231951936538e-12       2.834690743121e-13      -6.082327099290e-16 
  211       7.681529760824e-10       9.563866778360e-14      -7.421391269412e-14       0.000000000000e+00       1.214398908121e-12       2.800223121534e-13      -5.618480431170e-16 
  212       7.689158337793e-10       9.704573039105e-14       1.251902119777e-13       0.000000000000e+00       1.197184190667e-12       2.766120661084e-13      -5.156906035969e-16 
  213       7.695953128563e-10       9.862080400238e-14       3.268183809617e-13       0.000000000000e+00       1.180301724742e-12       2.732383470095e-13      -4.697812831301e-16 
  214       7.701911803153e-10       1.003688047035e-13       5.305942634874e-13       0.000000000000e+00       1.163744702872e-12       2.699010852553e-13      -4.241410731575e-16 
  215       7.707032226692e-10       1.022947080163e-13       7.364389041097e-13       0.000000000000e+00       1.147505558201e-12       2.666001294344e-13      -3.787910622723e-16 
  216       7.711312461533e-10       1.044035491174e-13       9.442706969284e-13       0.000000000000e+00       1.131575953149e-12       2.633352449516e-13      -3.337524336939e-16 
  217       7.714750769356e-10       1.067004230571e-13       1.154005359809e-12       0.000000000000e+00       1.115946768077e-12       2.601061126520e-13      -2.890464627413e-16 
  218       7.717345613278e-10       1.091904849778e-13       1.365555908601e-12       0.000000000000e+00       1.100608089943e-12       2.569123274463e-13      -2.446945143063e-16 
  219       7.719095659961e-10       1.118789503335e-13       1.578832631360e-12       0.000000000000e+00       1.085549200964e-12       2.537533969356e-13      -2.007180403275e-16 
  220       7.719999781717e-10       1.147710951077e-13       1.793743062567e-12       0.000000000000e+00       1.070758567273e-12       2.506287400367e-13      -1.571385772632e-16 
  221       7.720057058618e-10       1.178722560332e-13       2.010191957346e-12       0.000000000000e+00       1.056223827585e-12       2.475376856066e-13      -1.139777435652e-16 
  222       7.719266780605e-10       1.211878308099e-13       2.228081265690e-12       0.000000000000e+00       1.041931781850e-12       2.444794710679e-13      -7.125723715229e-17 
  223       7.717628449592e-10       1.247232783245e-13       2.447310106674e-12       0.000000000000e+00       1.027868379916e-12       2.414532410336e-13      -2.899883288366e-17 
  224       7.715141982459e-10       1.284837503469e-13       2.667780037848e-12       0.000000000000e+00       1.014021442751e-12       2.384583086877e-13       1.277910289502e-17 
  225       7.711808330163e-10       1.324729598613e-13       2.889411293189e-12       0.000000000000e+00       1.000389043959e-12       2.354949614467e-13       5.407231244053e-17 
  226       7.707628902517e-10       1.366942403901e-13       3.112127539383e-12       0.000000000000e+00       9.869716452624e-13       2.325637044426e-13       9.488063945433e-17 
  227       7.702605373454e-10       1.411509073198e-13       3.335850661414e-12       0.000000000000e+00       9.737694075787e-13       2.296650016781e-13       1.352046187549e-16 
  228       7.696739683617e-10       1.458462572425e-13       3.560500749385e-12       0.000000000000e+00       9.607821861866e-13       2.267992752777e-13       1.750454870970e-16 
  229       7.690034042942e-10       1.507835672975e-13       3.785996085350e-12       0.000000000000e+00       9.480095258915e-13       2.239669047378e-13       2.144051939907e-16 
  230       7.682490933244e-10       1.559660945123e-13       4.012253130141e-12       0.000000000000e+00       9.354506561921e-13       2.211682261775e-13       2.532864125208e-16 
  231       7.674113110804e-10       1.613970751442e-13       4.239186510194e-12       0.000000000000e+00       9.231044864464e-13       2.184035315891e-13       2.916925501660e-16 
  232       7.664903608956e-10       1.670797240217e-13       4.466709004379e-12       0.000000000000e+00       9.109696010374e-13       2.156730680886e-13       3.296277596179e-16 
  233       7.654865740670e-10       1.730172338856e-13       4.694731530824e-12       0.000000000000e+00       8.990442545398e-13       2.129770371666e-13       3.670969496007e-16 
  234       7.644003101140e-10       1.792127747307e-13       4.923163133748e-12       0.000000000000e+00       8.873263668853e-13       2.103155939385e-13       4.041057956897e-16 
  235       7.632319570371e-10       1.856694931470e-13       5.151910970283e-12       0.000000000000e+00       8.758135185292e-13       2.076888463953e-13       4.406607511311e-16 
  236       7.619819315762e-10       1.923905116611e-13       5.380880297302e-12       0.000000000000e+00       8.645029456166e-13       2.050968546540e-13       4.767690576609e-16 
  237       7.606506794693e-10       1.993789280775e-13       5.609974458253e-12       0.000000000000e+00       8.533915351477e-13       2.025396302083e-13       5.124387563243e-16 
  238       7.592386757114e-10       2.066378148202e-13       5.839094869978e-12       0.000000000000e+00       8.424758201448e-13       2.000171351792e-13       5.476786982947e-16 
  239       7.577464248127e-10       2.141702182737e-13       6.068141009547e-12       0.000000000000e+00       8.317519748176e-13       1.975292815655e-13       5.824985556931e-16 
  240       7.561744610574e-10       2.219791581247e-13       6.297010401080e-12       0.000000000000e+00       8.212158097296e-13       1.950759304944e-13       6.169088324071e-16 
  241       7.545233487622e-10       2.300676267033e-13       6.525598602581e-12       0.000000000000e+00       8.108627669645e-13       1.926568914720e-13       6.509208749104e-16 
  242       7.527936825349e-10       2.384385883246e-13       6.753799192761e-12       0.000000000000e+00       8.006879152915e-13       1.902719216340e-13       6.845468830818e-16 
  243       7.509860875332e-10       2.470949786296e-13       6.981503757865e-12       0.000000000000e+00       7.906859453318e-13       1.879207249963e-13       7.177999210243e-16 
  244       7.491012197231e-10       2.560397039271e-13       7.208601878503e-12       0.000000000000e+00       7.808511647250e-13       1.856029517053e-13       7.506939278846e-16 
  245       7.471397661375e-10       2.652756405346e-13       7.434981116475e-12       0.000000000000e+00       7.711774932944e-13       1.833181972888e-13       7.832437286720e-16 
  246       7.451024451348e-10       2.748056341202e-13       7.660527001600e-12       0.000000000000e+00       7.616584582137e-13       1.810660019065e-13       8.154650450781e-16 
  247       7.429900066577e-10       2.846324990435e-13       7.885123018543e-12       0.000000000000e+00       7.522871891727e-13       1.788458496003e-13       8.473745062953e-16 
  248       7.408032324914e-10       2.947590176970e-13       8.108650593642e-12       0.000000000000e+00       7.430564135436e-13       1.766571675453e-13       8.789896598366e-16 
  249       7.385429365226e-10       3.051879398479e-13       8.330989081734e-12       0.000000000000e+00       7.339584515469e-13       1.744993253002e-13       9.103289823546e-16 
